Age,Gender,Marital_Status,Living_Situation,Knowledge_Area,Education_Level,Teaching_Level,Num_Institutions,Institution_Network,Official_Workload,Actual_Workload_Pandemic,Years_Teaching,"Considering the devices and technological resources, indicate those to which you have (1) and do not have access (0): [Mobile]","Considering the devices and technological resources, indicate those you have (1) and do not have access (0): [Desktop computer]","Considerando os dispositivos e recursos tecnológicos, indique aqueles a que tem (1) e não tem acesso (0): [Computador portátil (notebook)]","Considerando os dispositivos e recursos tecnológicos, indique aqueles a que tem (1) e não tem acesso (0): [Tablet]",Amount resource that has access,"Considering the devices and technological resources, indicate those to which you have (1) and do not have access (0): [Home internet connection]","Considering the devices and technological resources, indicate those to which you have (1) and do not have access (0): [Internet connection by /on mobile]",Internet connection,"Considering your conditions of access to technologies, such as computer or notebook, you evaluate that these conditions are:","Considering your internet access conditions (cable and/or wi-fi), you assess that these conditions are:",Conditions of access devices and internet,CD [Email account],CD [Instant communicators (e.g. whatsapp)],"CD [Web conferencing or synchronous communication platform with video and sound (e.g. meet, zoom or skype)]","CD [Virtual learning environment (e.g. moodle, e-proinfo or google classroom)]","CD [Social networks (e.g. facebook, instagram or linkedin)]",CD [Applications for editing digital text (e.g. word or libreoffice)],CD [Visual editing tools (e.g. power point or canva)],CD [Tools for recording videos (e.g. digital cameras)],"CD [Tools for video editing (e.g. movavi, moviemaker or camtasia)]",CD [Tools or resources for online activities (e.g. online forum or questionnaire))],"CD [Tools for interactive presentation (e.g. kahoot, socrative or lied)]",Digital_Competence_Score,New_Resources_Learned,CT - I have support from people who live with me in my residence,CT - My co-workers assist me in the activities necessary for remote teaching,"CT - The institution or school offers support, guidance and support for the development of remote education activities",CT - The technical(s) of the institution or school offers support for carrying out activities in the pandemic,CT - Received technical training for the use of technological resources,CT - I received pedagogical training to work in remote education,"CT - Participated in courses, lives and/ or lectures in addition to those offered by the institution(s) in which I work",CT - I dedicate more hours for planning in remote education than in face-to-face teaching,"CT - The process of evaluating learning, correcting and returning activities is more time-consuming in remote education",CT - I have difficulty using technological resources in remote education,CT - In my institution lack technological resources to develop activities in remote education,CT - Sinto-me sozinho na atuação no ensino remoto,CT - I missed being and interacting with students in the classroom in face-to-face teaching,Working_Conditions_Score,QV [Sleep quality],QV [Amount of sleep hours],QV [Feed quality],QV [Body Weight],QV [Blood pressure],QV [Mood],QV [Anxiety],QV [Gastrointestinal problems],QV  [Muscle pain],Quality_of_Life_Score,"MBI -1In the pandemic, I feel emotionally exhausted with my work [-]",MBI -2I feel more tired at the end of the working day than before the pandemic [-],"MBI -3When I wake up in the morning and face another day of work, I feel more tired than before the pandemic [-]",MBI -4In the pandemic I have easier to understand how my students feel [-],"MBI -5Now in the pandemic, I feel that working all day with students is a great effort and tire me more [-]",MBI -6I think I deal with my students' problems more effectively in remote teaching [-],MBI -7I feel that my work in remote teaching is wearing me down [-],MBI -8I believe that with my work I am positively influencing the lives of my students [+],MBI -9I've become more insensitive to people since I started teaching in the pandemic ,MBI -10I feel that working in remote education is hardening me emotionally [-],MBI -11I feel very willing for my work in remote teaching [-],MBI -12I feel frustrated in my work in remote teaching [-],MBI -13I feel like I'm working too the pandemic [-],MBI -14I didn't worry about what happens to some students during the pandemic [-],MBI -15 I didn't worry about what happens to some students during the pandemic [-],MBI -16 I feel that I can easily create a pleasant atmosphere with my students in remote teaching [-],MBI -17I feel motivated after working with my students even remotely [-],MBI -18 I believe I get many valuable things in my job as a teacher in the pandemic [-],"MBI -19In the pandemic, I feel at the limit of my possibilities at work [-]",MBI -20I think students blame me more for some of their problems in remote teaching than in the face-to-face [-],MBI_Total_Score,Know_COVID_Cases,Lost_Someone_COVID,User_Type,Dataset_Source,Age_Group,Age_Numeric,Gender_Standardized
44,Female,Married or married,"Other people, Pet (dog, cat, etc.)",1,Specialization,; ES = Elementary School,1,Private,From 11 to 20 h per week,From 11 to 20 h per week,Between 11 and 20 years,I have access,0,1,0,2,I have access,1,2,4,2,6,Already used,2,0,2,2,2,0,0,0,0,0,10,0,- Partially agree,5,4,4,5,5,5,1,1,1,5,1.0,1,42,-1,-1,-1,-1,0,-1,-1,-1,0,-7,Never,1,1,1,1,4.0,1,4,0,1.0,4,1.0,1,3,1,4,4,4.0,1,1.0,39,Yes,1,Teacher,Brazilian_Teacher_Burnout_COVID19,35-44,44.0,Female
41,Female,Married or married,"Partner or wife/husband, Son(s) who is child(s), Child(s) adolescents",1,Complete graduation,; MS = Middle School,1,Private,From 31 to 40 hours a week,From 21 to 30 h per week,Between 21 and 30 years,I have access,1,1,0,3,I have access,1,2,4,4,8,Already used,2,1,1,2,2,2,2,0,0,0,14,2,- Partially agree,4,3,4,3,3,2,1,1,3,3,2.0,1,34,-1,-1,-1,-1,-1,-1,-1,-1,-1,-9,- Weekly,4,4,1,1,3.0,4,0,0,1.0,3,1.0,4,3,4,0,3,0.0,1,1.0,42,Yes,1,Teacher,Brazilian_Teacher_Burnout_COVID19,35-44,41.0,Female
42,Female,Married or married,Partner or wife/husband,2,Specialization,; MS = Middle School,2,Public,From 31 to 40 hours a week,From 31 to 40 hours a week,Between 11 and 20 years,I have access,1,1,1,4,I have access,1,2,4,4,8,Already used,2,1,1,2,2,2,1,1,1,1,16,6,- I totally agree,5,3,3,1,1,5,1,3,3,2,3.0,1,36,No changes,0,-1,-1,-1,0,-1,0,-1,-5,Never,3,2,1,3,3.0,3,2,3,3.0,3,2.0,2,3,3,4,2,3.0,2,1.0,49,Yes,1,Teacher,Brazilian_Teacher_Burnout_COVID19,35-44,42.0,Female
53,Male,Married or married,"Partner or wife/husband, Adult Son(s), Pet (dog, cat , etc.)",2,Specialization,; MS = Middle School,1,Public,From 41 to 50 h per week,From 41 to 50 h per week,Between 11 and 20 years,I have access,1,1,0,3,I have access,1,2,5,5,10,Already used,2,1,2,2,2,2,2,0,2,0,17,1,- I totally agree,5,5,1,3,1,1,1,1,4,3,1.0,1,32,-1,-1,0,-1,0,-1,-1,0,0,-5,- Monthly,3,3,3,0,2.0,1,0,0,0.0,2,1.0,4,3,1,1,1,1.0,1,1.0,31,Yes,1,Teacher,Brazilian_Teacher_Burnout_COVID19,45-54,53.0,Male
59,Female,Divorced or separated,"Parents and/or siblings, Adult Son(s), Pet (dog, cat, etc.)",4,Specialization,; MS = Middle School,2,Public,From 31 to 40 hours a week,From 51 to 60 h per week,Between 11 and 20 years,I have access,0,1,1,3,I have access,1,2,5,5,10,Already used,2,1,1,2,2,1,1,0,1,0,13,5,- I totally agree,3,4,2,2,1,1,1,1,1,3,1.0,1,26,No changes,0,0,0,-1,0,-1,0,0,-2,- Monthly,3,1,3,3,1.0,3,3,0,0.0,0,0.0,1,4,0,3,3,3.0,3,0.0,37,No,2,Teacher,Brazilian_Teacher_Burnout_COVID19,55+,59.0,Female
41,Male,Married or married,"Partner or wife/husband, Son(s) who is a child(s)",2,Specialization,; MS = Middle School,2,Public,From 31 to 40 hours a week,From 11 to 20 h per week,Between 11 and 20 years,I have access,1,1,0,3,I have access,1,2,5,4,9,Already used,2,2,1,2,1,1,1,1,1,1,15,7,- Partially agree,4,4,4,3,4,4,2,2,2,3,4.0,1,41,No changes,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3.0,1,0,0,1.0,3,1.0,1,3,1,3,3,3.0,1,1.0,29,Yes,1,Teacher,Brazilian_Teacher_Burnout_COVID19,35-44,41.0,Male
37,Male,Married or married,"Partner or wife/husband, Son(s) who is a child(s)",1,Specialization,; MS = Middle School,2,Public,From 41 to 50 h per week,From 31 to 40 hours a week,Between 11 and 20 years,I have access,0,1,0,2,I have access,1,2,4,4,8,Already used,2,1,1,2,2,2,1,1,1,1,16,6,"- I do not agree, nor disagree",4,3,3,1,1,3,2,1,3,3,2.0,1,30,-1,-1,-1,-1,0,-1,-1,0,0,-6,- Monthly,3,3,3,3,1.0,4,3,3,1.0,3,3.0,3,1,3,4,3,3.0,3,3.0,56,Yes,2,Teacher,Brazilian_Teacher_Burnout_COVID19,35-44,37.0,Male
49,Female,Married or married,"Partner or wife/husband, Son(s) adolescents, Adult Son(s)",2,Specialization,; ES = Elementary School,1,Public,From 11 to 20 h per week,From 11 to 20 h per week,Between 11 and 20 years,I have access,1,1,0,3,I have access,1,2,3,3,6,Already used,2,1,0,1,2,1,2,1,0,0,12,4,- I totally agree,5,5,5,2,1,1,2,2,1,1,4.0,1,35,-1,-1,0,0,0,-1,-1,-1,-1,-6,Never,2,1,4,4,4.0,3,3,1,1.0,4,4.0,3,4,4,3,3,3.0,3,1.0,56,Yes,2,Teacher,Brazilian_Teacher_Burnout_COVID19,45-54,49.0,Female
37,Female,Single,Alone,2,Doctorate,; HS = High School,1,Public,From 31 to 40 hours a week,From 51 to 60 h per week,Between 1 and 5 years,I have access,0,1,0,2,I have access,1,2,5,5,10,Already used,2,2,2,2,2,2,2,2,2,2,22,0,- Partially agree,4,4,4,4,4,4,1,3,3,3,4.0,4,46,-1,-1,-1,-1,-1,-1,-1,-1,-1,-9,- Monthly,3,3,1,3,1.0,1,3,1,0.0,3,1.0,2,3,1,3,3,3.0,1,0.0,39,Yes,2,Teacher,Brazilian_Teacher_Burnout_COVID19,35-44,37.0,Female
56,Male,Married or married,"Partner or wife/husband, Adult Son(s)",3,Specialization,; MS = Middle School,1,Public,From 11 to 20 h per week,From 41 to 50 h per week,Between 21 and 30 years,I have access,0,1,0,2,I have access,1,2,5,5,10,Already used,2,0,0,2,2,2,2,2,1,0,15,1,- Partially agree,4,2,2,1,1,1,1,1,3,2,2.0,2,26,-1,-1,-1,-1,0,-1,-1,-1,-1,-8,- Weekly,4,4,4,4,3.0,4,0,0,0.0,0,3.0,4,4,1,3,3,3.0,4,2.0,54,Yes,1,Teacher,Brazilian_Teacher_Burnout_COVID19,55+,56.0,Male
58,Male,Married or married,Partner or wife/husband,4,Complete graduation,; MS = Middle School,1,Public,From 31 to 40 hours a week,From 31 to 40 hours a week,Between 21 and 30 years,I have access,1,0,0,2,I have access,1,2,4,4,8,Already used,2,1,1,2,2,1,1,1,1,1,15,7,- I totally agree,5,5,5,1,1,1,1,1,1,3,2.0,1,32,-1,-1,-1,-1,-1,-1,0,0,-1,-7,- Annually,1,1,0,1,4.0,2,0,0,1.0,0,1.0,4,4,1,0,0,0.0,4,0.0,26,Yes,2,Teacher,Brazilian_Teacher_Burnout_COVID19,55+,58.0,Male
44,Female,Single,Parents and/or siblings,7,Specialization,; HS = High School,1,Public,From 21 to 30 h per week,From 31 to 40 hours a week,Between 11 and 20 years,I have access,1,1,1,4,I have access,1,2,5,4,9,Already used,2,1,1,2,2,2,1,0,1,0,14,4,- I totally agree,4,4,4,5,5,5,1,1,4,4,3.0,1,46,No changes,0,-1,-1,0,-1,-1,0,0,-4,- Weekly,4,3,4,4,0.0,3,1,1,4.0,3,4.0,4,1,4,1,3,2.0,4,0.0,54,Yes,2,Teacher,Brazilian_Teacher_Burnout_COVID19,35-44,44.0,Female
36,Female,Single,Parents and/or siblings,1,Incomplete graduation,; ES = Elementary School,1,Public,From 11 to 20 h per week,From 11 to 20 h per week,Between 11 and 20 years,I have access,0,1,0,2,I have access,1,2,3,2,5,Already used,2,1,2,2,2,2,1,1,2,1,18,4,- Partially agree,4,3,3,3,3,4,1,1,3,3,3.0,1,36,-1,-1,0,0,0,-1,-1,0,0,-4,- Weekly,4,4,4,0,4.0,3,3,0,0.0,3,4.0,4,4,3,4,4,4.0,4,0.0,60,Yes,2,Teacher,Brazilian_Teacher_Burnout_COVID19,35-44,36.0,Female
38,Female,Married or married,"Partner or wife/husband, Son(s) who is child(s), Child(s) adolescents",1,Complete graduation,; MS = Middle School,3,Public,From 41 to 50 h per week,From 51 to 60 h per week,Between 11 and 20 years,I have access,1,1,0,3,I have access,1,2,5,5,10,Already used,2,1,1,2,2,2,1,1,1,1,16,6,"- I do not agree, nor disagree",4,4,4,5,5,4,1,1,4,4,3.0,3,45,-1,-1,-1,-1,-1,-1,-1,-1,-1,-9,- Weekly,4,4,4,4,4.0,4,0,0,4.0,3,1.0,4,4,2,0,0,0.0,3,1.0,50,Yes,1,Teacher,Brazilian_Teacher_Burnout_COVID19,35-44,38.0,Female
32,Female,Married or married,Partner or wife/husband,2,Specialization,; MS = Middle School,1,Public,From 31 to 40 hours a week,From 31 to 40 hours a week,Between 11 and 20 years,I have access,0,1,1,3,I have access,1,2,4,4,8,Already used,2,2,1,2,2,2,1,2,1,1,18,4,- I totally agree,5,5,5,1,3,5,4,5,5,5,2.0,1,51,-1,-1,-1,-1,0,-1,-1,-1,-1,-8,- Weekly,4,4,4,4,4.0,4,3,0,0.0,1,4.0,4,3,4,3,3,3.0,1,0.0,57,Yes,2,Teacher,Brazilian_Teacher_Burnout_COVID19,25-34,32.0,Female
48,Female,Married or married,Alone,3,Complete graduation,; ES = Elementary School,1,Public,From 31 to 40 hours a week,From 31 to 40 hours a week,Between 21 and 30 years,I have access,1,1,1,4,I have access,1,2,5,5,10,I had never used and started using in pandemic,1,1,1,1,1,1,1,1,1,1,11,11,- I totally agree,5,5,5,5,5,5,1,1,1,1,,1,40,-1,-1,-1,-1,-1,-1,-1,-1,-1,-9,- Annually,2,2,2,2,2.0,2,2,2,2.0,2,2.0,2,2,2,2,2,2.0,2,2.0,40,Yes,1,Teacher,Brazilian_Teacher_Burnout_COVID19,45-54,48.0,Female
39,Female,Married or married,"Parents and/or siblings, Partner or wife/husband",3,Complete graduation,; HS = High School,1,Public,From 31 to 40 hours a week,From 31 to 40 hours a week,Between 11 and 20 years,I have access,1,1,1,4,I have access,1,2,4,4,8,Already used,2,1,1,2,2,2,2,1,1,0,16,4,- I totally agree,5,5,5,5,5,5,1,1,4,3,5.0,1,50,No changes,1,1,0,0,0,-1,0,0,1,- Monthly,1,1,4,4,0.0,1,0,0,0.0,0,1.0,3,4,0,0,0,0.0,0,0.0,22,Yes,1,Teacher,Brazilian_Teacher_Burnout_COVID19,35-44,39.0,Female
36,Female,Single,Other people,5,Complete graduation,; MS = Middle School,1,Public,From 31 to 40 hours a week,From 51 to 60 h per week,Between 6 and 10 years,I have access,0,1,0,2,I have access,1,2,3,4,7,Already used,2,2,1,2,2,1,1,0,2,0,15,3,- Partially agree,3,3,2,4,4,5,1,2,5,3,4.0,1,41,-1,-1,-1,-1,-1,0,-1,-1,-1,-8,- Monthly,4,4,1,2,3.0,4,1,0,0.0,3,3.0,4,3,1,0,3,3.0,3,0.0,45,Yes,2,Teacher,Brazilian_Teacher_Burnout_COVID19,35-44,36.0,Female
30anks,Female,Married or married,"Partner or wife/husband, Son(s) who is a child(s)",3,Complete graduation,ECE = Early Childhood Education,1,Private,From 21 to 30 h per week,From 11 to 20 h per week,Between 6 and 10 years,I have access,1,1,0,3,I have access,1,2,3,3,6,Already used,2,1,1,2,2,2,1,1,0,0,14,4,- I totally agree,4,3,2,3,4,2,1,1,2,3,3.0,3,36,-1,-1,-1,-1,-1,-1,-1,-1,-1,-9,- Monthly,3,3,0,0,4.0,3,0,0,1.0,0,1.0,1,4,2,1,0,1.0,2,0.0,29,Yes,2,Teacher,Brazilian_Teacher_Burnout_COVID19,Unknown,,Female
56,Female,Married or married,"Partner or wife/husband, Adult Son(s)",2,Specialization,; MS = Middle School,1,Public,From 41 to 50 h per week,From 51 to 60 h per week,Between 21 and 30 years,I have access,1,1,0,3,I have access,1,2,4,4,8,Already used,2,1,1,2,2,2,1,2,1,1,17,5,- I totally agree,3,1,1,2,2,3,1,2,5,3,3.0,1,32,-1,-1,-1,-1,-1,-1,-1,0,-1,-8,- Weekly,4,4,1,4,3.0,4,0,0,0.0,0,1.0,4,3,1,0,3,1.0,3,0.0,40,Yes,2,Teacher,Brazilian_Teacher_Burnout_COVID19,55+,56.0,Female
55,Female,Divorced or separated,"Child(s) teens, Pet (dog, cat, etc.)",5,Incomplete graduation,ECE = Early Childhood Education,1,Private,From 31 to 40 hours a week,Up to 10 h per week,Between 6 and 10 years,I have access,1,0,0,2,I have access,1,2,3,2,5,Already used,2,1,1,2,2,1,1,1,1,0,14,6,- I totally agree,3,1,1,1,1,1,1,3,1,1,1.0,1,21,-1,-1,-1,-1,0,-1,-1,-1,-1,-8,- Annually,2,2,1,2,3.0,2,3,0,1.0,4,0.0,0,4,2,3,4,3.0,2,0.0,40,Yes,1,Teacher,Brazilian_Teacher_Burnout_COVID19,55+,55.0,Female
59,Female,Single,Parents and/or siblings,3,Specialization,; MS = Middle School,1,Public,From 31 to 40 hours a week,From 51 to 60 h per week,Between 21 and 30 years,I have access,0,1,1,3,I have access,1,2,3,3,6,Already used,2,0,0,2,0,0,0,0,0,0,6,0,- I totally agree,1,1,1,1,1,1,1,1,5,5,5.0,3,31,-1,-1,0,0,-1,-1,-1,-1,-1,-7,- Weekly,4,4,4,0,0.0,4,0,0,0.0,3,1.0,4,4,4,0,4,3.0,4,3.0,50,No,2,Teacher,Brazilian_Teacher_Burnout_COVID19,55+,59.0,Female
63,Male,Married or married,"Partner or wife/husband, Adult Son(s)",4,Doctorate,; HE = Higher Education,2,Public,From 31 to 40 hours a week,Up to 10 h per week,Between 11 and 20 years,I have access,1,1,1,4,I have access,1,2,5,5,10,Already used,2,1,1,2,0,1,0,0,1,0,10,4,- I totally agree,5,4,4,3,3,4,2,2,2,4,1.0,1,40,-1,-1,0,-1,0,-1,-1,-1,-1,-7,Never,2,2,1,1,4.0,2,3,0,0.0,3,1.0,2,4,2,3,2,3.0,1,1.0,38,Yes,1,Teacher,Brazilian_Teacher_Burnout_COVID19,55+,63.0,Male
29,Male,Single,"Partner or wife/husband, Other people,  Pet (dog, cat, etc.)",7,Doctorate,; HE = Higher Education,1,Public,From 31 to 40 hours a week,From 31 to 40 hours a week,Between 1 and 5 years,I have access,1,1,0,3,I have access,1,2,5,5,10,Already used,2,2,2,2,2,2,1,1,1,0,17,3,- I totally agree,5,5,5,1,1,1,1,1,5,5,1.0,1,37,No changes,1,1,-1,0,0,0,0,0,1,0,0,0,0,0,4.0,3,1,0,0.0,1,1.0,4,3,1,3,3,3.0,1,0.0,28,Yes,2,Teacher,Brazilian_Teacher_Burnout_COVID19,25-34,29.0,Male
65,Male,Married or married,Alone,1,Specialization,; HE = Higher Education,2,Private,From 31 to 40 hours a week,Up to 10 h per week,Between 11 and 20 years,I have access,1,1,0,3,I have access,1,2,4,4,8,Already used,2,2,2,2,2,2,1,1,2,2,20,2,- Partially disagree,2,3,4,3,3,3,2,2,4,3,2.0,3,36,No changes,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0,0,0,0.0,0,0.0,0,4,0,0,0,0.0,0,0.0,6,Yes,2,Teacher,Brazilian_Teacher_Burnout_COVID19,55+,65.0,Male
41,Female,Married or married,"Partner or wife/husband, Son(s) who is a child(s)",3,Master's degree,; MS = Middle School,2,Public,From 31 to 40 hours a week,From 41 to 50 h per week,Between 11 and 20 years,I have access,0,1,0,2,I have access,0,1,5,4,9,Already used,2,1,1,2,2,2,1,1,1,1,16,6,I totally disagree,4,4,4,2,3,4,1,1,3,4,4.0,2,37,-1,-1,-1,-1,0,-1,-1,-1,-1,-8,- Weekly,4,4,4,4,3.0,4,0,0,1.0,3,4.0,4,3,4,1,1,1.0,3,0.0,52,Yes,2,Teacher,Brazilian_Teacher_Burnout_COVID19,35-44,41.0,Female
48,Female,Married or married,"Partner or wife/husband, Son(s) adolescents, Pet (dog, cat , etc.)",3,Specialization,; ES = Elementary School,1,Public,From 31 to 40 hours a week,From 41 to 50 h per week,Between 21 and 30 years,I have access,0,1,0,2,I have access,1,2,5,5,10,Already used,2,1,1,2,2,2,1,1,1,1,16,6,- I totally agree,3,4,3,2,5,4,1,2,2,5,2.0,2,40,-1,-1,-1,-1,-1,-1,-1,0,-1,-8,- Weekly,1,3,1,3,2.0,4,2,0,0.0,2,1.0,4,4,3,3,3,3.0,3,1.0,47,Yes,2,Teacher,Brazilian_Teacher_Burnout_COVID19,45-54,48.0,Female
44,Female,Married or married,"Partner or wife/husband, Son(s) who is a child(s)",1,Specialization,; ES = Elementary School,2,"1, 2",From 11 to 20 h per week,From 21 to 30 h per week,Between 21 and 30 years,I have access,1,1,0,3,I have access,1,2,4,5,9,Already used,2,1,1,2,2,2,1,1,1,1,16,6,- Partially agree,4,5,3,5,5,5,1,1,4,2,4.0,2,45,-1,-1,-1,-1,0,-1,-1,-1,-1,-8,- Monthly,3,4,0,0,4.0,3,1,4,1.0,2,1.0,4,1,3,0,2,2.0,1,1.0,40,No,2,Teacher,Brazilian_Teacher_Burnout_COVID19,35-44,44.0,Female
48,Female,Married or married,"Partner or wife/husband, Child(s) who is child(s), Adult Son(s)",5,Specialization,; HS = High School,1,Public,From 31 to 40 hours a week,From 51 to 60 h per week,Between 21 and 30 years,I have access,0,1,0,2,I have access,0,1,1,1,2,Already used,2,1,1,2,2,2,1,0,1,0,14,4,"- I do not agree, nor disagree",4,5,3,5,5,5,1,1,1,1,3.0,1,38,-1,-1,-1,-1,0,-1,-1,-1,-1,-8,- Weekly,4,4,4,4,4.0,4,2,1,1.0,4,4.0,4,0,4,1,2,2.0,4,4.0,61,Yes,2,Teacher,Brazilian_Teacher_Burnout_COVID19,45-54,48.0,Female
58,Female,Divorced or separated,Partner or wife/husband,3,Master's degree,; HE = Higher Education,2,"1, 2",From 21 to 30 h per week,From 41 to 50 h per week,Between 21 and 30 years,I have access,1,1,1,4,I have access,1,2,4,4,8,Already used,2,1,2,2,1,2,1,1,2,1,17,5,- I totally agree,5,5,4,4,4,5,1,2,4,2,4.0,1,46,-1,-1,-1,-1,0,-1,0,0,-1,-6,Never,4,1,4,4,0.0,1,3,0,0.0,0,1.0,4,4,0,0,0,0.0,1,0.0,28,Yes,1,Teacher,Brazilian_Teacher_Burnout_COVID19,55+,58.0,Female
55,Male,Married or married,Partner or wife/husband,1,Complete graduation,; HS = High School,1,"1, 2",From 31 to 40 hours a week,From 41 to 50 h per week,Between 21 and 30 years,I have access,0,1,1,3,I have access,1,2,5,5,10,Already used,2,2,1,2,2,2,2,2,1,1,19,3,- I totally agree,5,5,5,5,1,5,5,5,5,5,5.0,5,61,-1,0,0,-1,0,0,0,0,0,-2,Never,0,1,1,1,3.0,0,0,0,0.0,0,0.0,1,4,1,1,0,0.0,0,1.0,15,Yes,1,Teacher,Brazilian_Teacher_Burnout_COVID19,55+,55.0,Male
53,Female,Married or married,Partner or wife/husband,3,Doctorate,; HE = Higher Education,1,Public,From 11 to 20 h per week,From 21 to 30 h per week,Between 21 and 30 years,I have access,0,1,0,2,I have access,1,2,5,4,9,Already used,2,1,2,2,2,2,1,1,1,1,17,5,- I totally agree,5,5,5,3,2,4,2,5,5,5,3.0,3,52,No changes,0,0,0,0,0,0,0,0,0,Never,1,0,4,0,3.0,0,0,0,0.0,0,0.0,1,3,0,0,0,0.0,0,0.0,13,Yes,2,Teacher,Brazilian_Teacher_Burnout_COVID19,45-54,53.0,Female
56,Female,Divorced or separated,"Adult child(s), Pet (dog, cat , etc.)",3,Specialization,; HS = High School,1,Public,From 31 to 40 hours a week,From 51 to 60 h per week,Between 11 and 20 years,I have access,1,1,0,3,I have access,1,2,5,5,10,Already used,2,1,1,2,2,2,2,0,0,0,14,2,- I totally agree,5,5,5,5,5,5,1,3,3,1,3.0,3,49,No changes,1,1,-1,0,0,-1,-1,-1,-2,- Annually,2,1,2,2,2.0,2,2,2,2.0,2,0.0,2,4,0,2,2,2.0,1,1.0,35,Yes,1,Teacher,Brazilian_Teacher_Burnout_COVID19,55+,56.0,Female
36,Female,Married or married,"Partner or wife/husband, Son(s) who is a child(s)",5,Specialization,; MS = Middle School,2,Public,From 31 to 40 hours a week,From 11 to 20 h per week,Between 11 and 20 years,I have access,0,1,0,2,I have access,1,2,3,4,7,Already used,2,1,1,1,1,2,2,1,1,0,14,6,- Partially disagree,3,4,3,2,1,5,1,1,2,2,4.0,1,31,-1,-1,0,0,0,-1,-1,0,-1,-5,- Weekly,4,3,4,4,1.0,4,1,3,0.0,3,3.0,4,4,3,4,3,3.0,3,4.0,62,Yes,2,Teacher,Brazilian_Teacher_Burnout_COVID19,35-44,36.0,Female
54,Male,Married or married,"Partner or wife/husband, Son(s) who is a child(s)",1,Master's degree,; HE = Higher Education,2,Public,From 41 to 50 h per week,From 31 to 40 hours a week,Between 21 and 30 years,I have access,1,1,0,3,I have access,1,2,5,5,10,Already used,2,1,2,1,2,2,2,2,2,0,18,2,- I totally agree,5,5,5,5,5,5,1,2,3,5,5.0,2,53,No changes,0,0,-1,0,0,0,0,0,-1,Never,1,1,1,1,3.0,1,1,0,0.0,0,0.0,1,4,1,0,0,0.0,1,0.0,17,Yes,2,Teacher,Brazilian_Teacher_Burnout_COVID19,45-54,54.0,Male
39,Female,Married or married,"Partner or wife/husband, Son(s) who is a child(s)",5,Doctorate,; HS = High School,1,Public,From 31 to 40 hours a week,From 11 to 20 h per week,Between 1 and 5 years,I have access,1,1,1,4,I have access,1,2,5,5,10,Already used,2,2,2,2,2,2,0,0,2,0,16,0,- I totally agree,4,5,5,4,3,3,2,1,4,4,4.0,1,45,-1,0,0,-1,0,-1,-1,-1,-1,-6,Never,1,1,1,1,0.0,3,0,0,0.0,3,1.0,1,4,1,1,1,0.0,1,1.0,22,Yes,2,Teacher,Brazilian_Teacher_Burnout_COVID19,35-44,39.0,Female
28,Male,Single,Parents and/or siblings,1,Complete graduation,; HS = High School,2,Public,From 21 to 30 h per week,From 21 to 30 h per week,Between 1 and 5 years,I have access,0,1,0,2,I have access,1,2,3,3,6,Already used,2,1,1,2,1,1,1,1,1,1,14,8,- Partially disagree,4,3,3,3,3,3,3,3,3,4,3.0,3,40,No changes,0,-1,0,0,0,0,0,0,-1,- Annually,2,3,3,3,1.0,0,0,0,0.0,0,0.0,4,4,3,0,0,0.0,0,0.0,25,Yes,2,Teacher,Brazilian_Teacher_Burnout_COVID19,25-34,28.0,Male
50,Male,Married or married,Partner or wife/husband,5,Master's degree,; HE = Higher Education,1,Public,From 31 to 40 hours a week,From 31 to 40 hours a week,Between 6 and 10 years,I have access,1,1,1,4,I have access,1,2,5,5,10,Already used,2,2,2,2,2,2,2,2,2,2,22,0,- I totally agree,5,5,5,5,5,5,1,1,5,5,5.0,2,54,No changes,0,0,0,0,0,0,0,0,0,Never,1,1,1,2,3.0,1,0,4,0.0,0,0.0,1,4,0,0,0,0.0,0,0.0,19,Yes,2,Teacher,Brazilian_Teacher_Burnout_COVID19,45-54,50.0,Male
40,Female,Married or married,"Partner or wife/husband, Son(s) adolescents, Pet (dog, cat , etc.)",1,Master's degree,; ES = Elementary School,1,Public,From 31 to 40 hours a week,From 41 to 50 h per week,Between 21 and 30 years,I have access,0,1,1,3,I have access,1,2,5,5,10,Already used,2,1,1,2,2,2,1,1,1,1,16,6,- I totally agree,5,5,5,3,5,5,1,1,5,5,5.0,1,51,No changes,0,1,1,0,-1,-1,-1,-1,-2,0,3,3,3,0,0.0,3,0,0,0.0,0,0.0,4,4,0,0,0,0.0,4,0.0,24,Yes,1,Teacher,Brazilian_Teacher_Burnout_COVID19,35-44,40.0,Female
58,Female,Married or married,Partner or wife/husband,3,Specialization,; ES = Elementary School,1,Private,From 31 to 40 hours a week,From 31 to 40 hours a week,Between 11 and 20 years,I have access,1,1,0,3,I have access,1,2,4,4,8,Already used,2,1,1,2,2,2,2,1,1,1,17,5,- I totally agree,5,5,5,5,5,5,1,1,3,2,4.0,1,47,-1,-1,0,-1,0,0,0,0,-1,-4,Never,1,2,2,2,2.0,1,2,0,0.0,3,0.0,2,4,0,2,2,2.0,1,0.0,29,Yes,2,Teacher,Brazilian_Teacher_Burnout_COVID19,55+,58.0,Female
